seqDocumento,dataPublicacao,numeroRegistro,numProcessoSTJ,dataRecebimento,dataDistribuicao,ministro,recurso,descricaoMonocratica,assuntoPenal
144382051,2022-02-03 23:00:00-03:00,202103318185,1965796,2021-10-14 00:00:00-03:00,2021-11-04 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
142097322,2022-01-31 23:00:00-03:00,202103317013,1965725,2021-10-14 00:00:00-03:00,2021-10-25 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
143738495,2022-02-01 23:00:00-03:00,202103316897,1965733,2021-10-14 00:00:00-03:00,2021-11-04 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido em parte o recurso e provido em parte,1
141746300,2022-01-31 23:00:00-03:00,202103311669,1965633,2021-10-14 00:00:00-03:00,2021-11-30 23:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido o recurso e provido,0
145204992,2022-02-22 00:00:00-03:00,202103285173,1965185,2021-10-13 00:00:00-03:00,2021-11-24 23:00:00-03:00,RICARDO VILLAS BÔAS CUEVA,,Conhecido o recurso e provido,0
143235018,2022-02-07 23:00:00-03:00,202103285084,1965168,2021-10-13 00:00:00-03:00,2021-11-25 23:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
142914563,2022-01-31 23:00:00-03:00,202103309505,1965592,2021-10-14 00:00:00-03:00,2021-10-27 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
143373951,2022-02-07 23:00:00-03:00,202103303417,1965616,2021-10-14 00:00:00-03:00,2021-11-15 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido em parte o recurso e provido em parte,0
144627634,2022-02-07 23:00:00-03:00,202103302582,1984284,2021-10-14 00:00:00-03:00,2021-11-04 00:00:00-03:00,LUIS FELIPE SALOMÃO,,"Determinar re-autuação como Recurso Especial
",0
145143834,2022-02-13 23:00:00-03:00,202103299250,1965425,2021-10-13 00:00:00-03:00,2021-10-26 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido em parte o recurso e provido,1
143442314,2022-02-03 23:00:00-03:00,202103299059,1965416,2021-10-13 00:00:00-03:00,2021-10-27 00:00:00-03:00,JESUÍNO RISSATO (DESEMBARGADOR CONVOCADO DO TJDFT),,Conhecido o recurso e provido,1
144380344,2022-02-08 23:00:00-03:00,202103299047,1965414,2021-10-13 00:00:00-03:00,2021-10-27 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido em parte,1
145562296,2022-02-16 23:00:00-03:00,202103299035,1965412,2021-10-13 00:00:00-03:00,2021-10-27 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
143710295,2022-02-01 23:00:00-03:00,202103298668,1965408,2021-10-13 00:00:00-03:00,2021-11-03 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
142510745,2022-01-31 23:00:00-03:00,202103276808,1982595,2021-10-11 00:00:00-03:00,2021-11-07 23:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
145765351,2022-02-21 00:00:00-03:00,202103276490,1964643,2021-10-11 00:00:00-03:00,2021-11-03 00:00:00-03:00,RIBEIRO DANTAS,,Concedido o Habeas Corpus,1
143433861,2022-02-23 00:00:00-03:00,202103274750,1964626,2021-10-11 00:00:00-03:00,2021-10-25 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido em parte,1
144949579,2022-02-23 00:00:00-03:00,202103293085,1986518,2021-10-13 00:00:00-03:00,2021-11-10 23:00:00-03:00,MOURA RIBEIRO,,"Determinar re-autuação como Recurso Especial
",0
143946198,2022-02-07 23:00:00-03:00,202103288975,1984282,2021-10-13 00:00:00-03:00,2021-11-09 23:00:00-03:00,LUIS FELIPE SALOMÃO,,"Determinar re-autuação como Recurso Especial
",0
143062346,2022-02-14 23:00:00-03:00,202103287334,1965198,2021-10-13 00:00:00-03:00,2021-11-30 23:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido o recurso e provido em parte,0
146262487,2022-02-25 00:00:00-03:00,202103281640,1967989,2021-10-11 00:00:00-03:00,2021-11-24 23:00:00-03:00,NANCY ANDRIGHI,,Conhecido em parte o recurso e provido,0
145716347,2022-02-22 00:00:00-03:00,202103277503,1965957,2021-10-11 00:00:00-03:00,2021-11-03 00:00:00-03:00,JOEL ILAN PACIORNIK,,Conhecido o recurso e provido em parte,1
145644767,2022-02-22 00:00:00-03:00,202103254415,1986517,2021-10-07 00:00:00-03:00,2021-11-25 23:00:00-03:00,LUIS FELIPE SALOMÃO,,"Determinar re-autuação como Recurso Especial
",0
142336417,2022-01-31 23:00:00-03:00,202103253984,1967423,2021-10-07 00:00:00-03:00,2021-11-16 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido,0
144883244,2022-02-22 00:00:00-03:00,202103251293,1967377,2021-10-07 00:00:00-03:00,2021-11-24 23:00:00-03:00,MARCO AURÉLIO BELLIZZE,EMBARGOS DE DECLARAÇÃO,Embargos de Declaração Acolhidos,0
144254223,2022-02-02 23:00:00-03:00,202103250930,1964484,2021-10-07 00:00:00-03:00,2021-11-03 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
145714824,2022-02-21 00:00:00-03:00,202103268680,1964554,2021-10-08 00:00:00-03:00,2021-10-25 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
144811768,2022-02-10 23:00:00-03:00,202103268476,1964553,2021-10-08 00:00:00-03:00,2021-10-28 00:00:00-03:00,JESUÍNO RISSATO (DESEMBARGADOR CONVOCADO DO TJDFT),,Conhecido o recurso e provido em parte,1
145771786,2022-02-21 00:00:00-03:00,202103266658,1964539,2021-10-08 00:00:00-03:00,2021-10-27 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
145049450,2022-02-25 00:00:00-03:00,202103240250,1967116,2021-10-06 00:00:00-03:00,2021-11-25 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
143209380,2022-02-07 23:00:00-03:00,202103239460,1964288,2021-10-06 00:00:00-03:00,2021-11-10 23:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
144109720,2022-02-10 23:00:00-03:00,202103239383,1967103,2021-10-06 00:00:00-03:00,2021-11-25 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido,0
144164543,2022-01-31 23:00:00-03:00,202103257433,1964434,2021-10-07 00:00:00-03:00,2021-11-03 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido em parte o recurso e provido,1
143778272,2022-01-31 23:00:00-03:00,202103256550,1964491,2021-10-07 00:00:00-03:00,2021-10-22 00:00:00-03:00,REYNALDO SOARES DA FONSECA,,Conhecido o recurso e provido,1
145652205,2022-02-17 23:00:00-03:00,202103227087,1964229,2021-10-06 00:00:00-03:00,2021-10-19 00:00:00-03:00,MOURA RIBEIRO,,Conhecido o recurso e provido em parte,0
142900950,2022-01-31 23:00:00-03:00,202103226546,1964217,2021-10-06 00:00:00-03:00,2021-10-25 00:00:00-03:00,REYNALDO SOARES DA FONSECA,,Conhecido o recurso e provido,1
144608315,2022-02-07 23:00:00-03:00,202103226534,1966922,2021-10-06 00:00:00-03:00,2021-11-28 23:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
142067300,2022-01-31 23:00:00-03:00,202103246402,1967298,2021-10-07 00:00:00-03:00,2021-11-28 23:00:00-03:00,MOURA RIBEIRO,,Conhecido o recurso e provido,0
145325046,2022-02-16 23:00:00-03:00,202103244771,1964324,2021-10-07 00:00:00-03:00,2021-10-26 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido em parte,1
146121331,2022-02-25 00:00:00-03:00,202103244480,1964316,2021-10-07 00:00:00-03:00,2021-10-26 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
142734524,2022-02-22 00:00:00-03:00,202103243898,1967242,2021-10-07 00:00:00-03:00,2021-11-28 23:00:00-03:00,ANTONIO CARLOS FERREIRA,,Conhecido o recurso e provido,0
145005358,2022-02-13 23:00:00-03:00,202103243457,1964306,2021-10-07 00:00:00-03:00,2021-11-03 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
142917609,2022-01-31 23:00:00-03:00,202103243191,1964315,2021-10-07 00:00:00-03:00,2021-10-14 00:00:00-03:00,REYNALDO SOARES DA FONSECA,,Conhecido o recurso e provido,1
144159078,2022-02-06 23:00:00-03:00,202103242904,1967229,2021-10-07 00:00:00-03:00,2021-11-11 23:00:00-03:00,MARCO BUZZI,,Conhecido o recurso e provido em parte,0
142601000,2022-01-31 23:00:00-03:00,202103216121,1964157,2021-10-05 00:00:00-03:00,2021-10-15 00:00:00-03:00,JESUÍNO RISSATO (DESEMBARGADOR CONVOCADO DO TJDFT),,Conhecido o recurso e provido,1
143267428,2022-02-14 23:00:00-03:00,202103214845,1966743,2021-10-05 00:00:00-03:00,2021-11-16 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
143482890,2022-02-03 23:00:00-03:00,202103234446,1964281,2021-10-06 00:00:00-03:00,2021-11-03 00:00:00-03:00,JESUÍNO RISSATO (DESEMBARGADOR CONVOCADO DO TJDFT),,Conhecido em parte o recurso e provido em parte,1
143951768,2022-02-07 23:00:00-03:00,202103233194,1984278,2021-10-06 00:00:00-03:00,2021-10-19 00:00:00-03:00,LUIS FELIPE SALOMÃO,,"Determinar re-autuação como Recurso Especial
",0
142833653,2022-01-31 23:00:00-03:00,202103232349,1982596,2021-10-06 00:00:00-03:00,2021-10-22 00:00:00-03:00,LUIS FELIPE SALOMÃO,,"Determinar re-autuação como Recurso Especial
",0
145753698,2022-02-22 00:00:00-03:00,202103208550,1964097,2021-10-04 00:00:00-03:00,2021-10-25 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido em parte,1
145686887,2022-02-21 00:00:00-03:00,202103205579,1964274,2021-10-04 00:00:00-03:00,2021-10-19 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
144178517,2022-02-02 23:00:00-03:00,202103205466,1983400,2021-10-04 00:00:00-03:00,2021-11-03 00:00:00-03:00,REGINA HELENA COSTA,,"Determinar re-autuação como Recurso Especial
",0
144563841,2022-02-10 23:00:00-03:00,202103205187,1966596,2021-10-04 00:00:00-03:00,2021-11-24 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
144805723,2022-02-10 23:00:00-03:00,202103204570,1967628,2021-10-04 00:00:00-03:00,2021-11-10 23:00:00-03:00,NANCY ANDRIGHI,,"Agravo conhecido para dar provimento ao Recurso Especial
",0
145031545,2022-02-13 23:00:00-03:00,202103204533,1964069,2021-10-04 00:00:00-03:00,2021-10-26 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
144966838,2022-02-09 23:00:00-03:00,202103223060,1966860,2021-10-06 00:00:00-03:00,2021-11-24 23:00:00-03:00,NANCY ANDRIGHI,,Conhecido em parte o recurso e provido,0
144966118,2022-02-09 23:00:00-03:00,202103223060,1966860,2021-10-06 00:00:00-03:00,2021-11-24 23:00:00-03:00,NANCY ANDRIGHI,,Conhecido o recurso e provido,0
142167241,2022-01-31 23:00:00-03:00,202103194900,1966457,2021-10-03 00:00:00-03:00,2021-11-15 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido,0
145447385,2022-02-25 00:00:00-03:00,202103192269,1966428,2021-10-01 00:00:00-03:00,2021-11-09 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido,0
144177981,2022-02-01 23:00:00-03:00,202103214364,1982740,2021-10-05 00:00:00-03:00,2021-11-03 00:00:00-03:00,MOURA RIBEIRO,,"Determinar re-autuação como Recurso Especial
",0
144452089,2022-02-06 23:00:00-03:00,202103179261,1963833,2021-09-30 00:00:00-03:00,2021-10-26 00:00:00-03:00,JOEL ILAN PACIORNIK,,Conhecido o recurso e provido,1
146045301,2022-02-25 00:00:00-03:00,202103202715,1964053,2021-10-04 00:00:00-03:00,2021-10-25 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
144865770,2022-02-16 23:00:00-03:00,202103196920,1966471,2021-10-04 00:00:00-03:00,2021-11-15 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
144381180,2022-02-14 23:00:00-03:00,202103168420,1966138,2021-09-30 00:00:00-03:00,2021-11-30 23:00:00-03:00,RICARDO VILLAS BÔAS CUEVA,,Conhecido o recurso e provido em parte,0
145681219,2022-02-21 00:00:00-03:00,202103161650,1963636,2021-09-29 00:00:00-03:00,2021-10-13 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
144704248,2022-02-17 23:00:00-03:00,202103158763,1965102,2021-09-29 00:00:00-03:00,2021-11-07 23:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
144230335,2022-02-03 23:00:00-03:00,202103151362,1965052,2021-09-28 00:00:00-03:00,2021-11-15 23:00:00-03:00,PAULO DE TARSO SANSEVERINO,,Conhecido o recurso e provido em parte,0
146265118,2022-02-25 00:00:00-03:00,202103150909,1963527,2021-09-28 00:00:00-03:00,2021-10-13 00:00:00-03:00,REYNALDO SOARES DA FONSECA,,Conhecido o recurso e provido,1
144558266,2022-02-07 23:00:00-03:00,202103168784,1984277,2021-09-30 00:00:00-03:00,2021-10-26 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
143379223,2022-02-03 23:00:00-03:00,202103146431,1964999,2021-09-28 00:00:00-03:00,2021-11-03 00:00:00-03:00,PAULO DE TARSO SANSEVERINO,,Conhecido o recurso e provido,0
142707182,2022-01-31 23:00:00-03:00,202103143450,1963499,2021-09-28 00:00:00-03:00,2021-10-13 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido em parte,1
145295639,2022-02-15 23:00:00-03:00,202103116477,1963250,2021-09-24 00:00:00-03:00,2021-10-04 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,EMBARGOS DE DECLARAÇÃO,Embargos de Declaração Acolhidos,1
143769547,2022-02-07 23:00:00-03:00,202103147781,1964996,2021-09-28 00:00:00-03:00,2021-11-07 23:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido,0
145473994,2022-02-16 23:00:00-03:00,202103131028,1963378,2021-09-27 00:00:00-03:00,2021-10-07 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido em parte,1
144097780,2022-02-01 23:00:00-03:00,202103130787,1964844,2021-09-27 00:00:00-03:00,2021-11-08 23:00:00-03:00,MOURA RIBEIRO,,Conhecido o recurso e provido em parte,0
144643820,2022-02-14 23:00:00-03:00,202103102719,1985205,2021-09-23 00:00:00-03:00,2021-10-27 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
142606223,2022-01-31 23:00:00-03:00,202103100344,1962833,2021-09-23 00:00:00-03:00,2021-09-27 00:00:00-03:00,LUIS FELIPE SALOMÃO,AGRAVO INTERNO,Conhecido o recurso e provido,0
143288551,2022-02-10 23:00:00-03:00,202103100280,1963264,2021-09-23 00:00:00-03:00,2021-10-07 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido em parte o recurso e provido em parte,0
142578099,2022-01-31 23:00:00-03:00,202103096973,1962762,2021-09-23 00:00:00-03:00,2021-10-08 00:00:00-03:00,RICARDO VILLAS BÔAS CUEVA,,Conhecido o recurso e provido,0
146150565,2022-02-25 00:00:00-03:00,202103116416,1963246,2021-09-24 00:00:00-03:00,2021-10-06 00:00:00-03:00,JOÃO OTÁVIO DE NORONHA,,Conhecido o recurso e provido,1
145874329,2022-02-25 00:00:00-03:00,202103088288,1987239,2021-09-23 00:00:00-03:00,2021-10-06 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,,"Determinar re-autuação como Recurso Especial
",0
144779827,2022-02-22 00:00:00-03:00,202103086940,1971063,2021-09-22 00:00:00-03:00,2021-12-05 23:00:00-03:00,RICARDO VILLAS BÔAS CUEVA,,Conhecido o recurso e provido,0
142904179,2022-01-31 23:00:00-03:00,202103079570,1962306,2021-09-22 00:00:00-03:00,2021-10-06 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
145470215,2022-02-17 23:00:00-03:00,202103104412,1986325,2021-09-23 00:00:00-03:00,2021-10-22 00:00:00-03:00,LUIS FELIPE SALOMÃO,,"Determinar re-autuação como Recurso Especial
",0
142191090,2022-02-16 23:00:00-03:00,202103068068,1971397,2021-09-21 00:00:00-03:00,2021-11-28 23:00:00-03:00,MARCO BUZZI,,Conhecido o recurso e provido,0
145295667,2022-02-15 23:00:00-03:00,202103066793,1962049,2021-09-21 00:00:00-03:00,2021-10-07 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
142883994,2022-01-31 23:00:00-03:00,202103066339,1962076,2021-09-21 00:00:00-03:00,2021-10-05 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido,1
145068917,2022-02-13 23:00:00-03:00,202103063020,1961971,2021-09-21 00:00:00-03:00,2021-09-29 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido,1
145718496,2022-02-22 00:00:00-03:00,202103060328,1986511,2021-09-21 00:00:00-03:00,2021-10-26 00:00:00-03:00,LUIS FELIPE SALOMÃO,,"Determinar re-autuação como Recurso Especial
",0
145544835,2022-02-22 00:00:00-03:00,202103033785,1964323,2021-09-17 00:00:00-03:00,2021-10-14 00:00:00-03:00,RICARDO VILLAS BÔAS CUEVA,,Conhecido o recurso e provido em parte,0
144255806,2022-02-03 23:00:00-03:00,202103062437,1961959,2021-09-21 00:00:00-03:00,2021-10-01 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
144107167,2022-02-16 23:00:00-03:00,202103021946,1961538,2021-09-17 00:00:00-03:00,2021-10-05 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido,1
145487657,2022-02-15 23:00:00-03:00,202103018680,1962240,2021-09-16 00:00:00-03:00,2021-09-24 00:00:00-03:00,MOURA RIBEIRO,,Conhecido o recurso e provido em parte,0
143777487,2022-02-06 23:00:00-03:00,202103010826,1961345,2021-09-16 00:00:00-03:00,2021-10-06 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido em parte,1
145070097,2022-02-10 23:00:00-03:00,202103007143,1984428,2021-09-15 00:00:00-03:00,2021-10-18 00:00:00-03:00,REGINA HELENA COSTA,,"Determinar re-autuação como Recurso Especial
",0
144901786,2022-02-08 23:00:00-03:00,202103000235,1961195,2021-09-15 00:00:00-03:00,2021-09-28 00:00:00-03:00,MOURA RIBEIRO,EMBARGOS DE DECLARAÇÃO,Embargos de Declaração Acolhidos em Parte,0
142916818,2022-01-31 23:00:00-03:00,202102996736,1961218,2021-09-15 00:00:00-03:00,2021-10-06 00:00:00-03:00,RIBEIRO DANTAS,,Conhecido o recurso e provido,1
145963930,2022-02-22 00:00:00-03:00,202102995018,1961143,2021-09-15 00:00:00-03:00,2021-09-23 00:00:00-03:00,SEBASTIÃO REIS JÚNIOR,,Conhecido o recurso e provido,1
144517107,2022-02-07 23:00:00-03:00,202102994880,1961116,2021-09-15 00:00:00-03:00,2021-09-23 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,,Conhecido o recurso e provido em parte,1
144178515,2022-02-07 23:00:00-03:00,202102992316,1961032,2021-09-15 00:00:00-03:00,2021-09-28 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido em parte o recurso e provido em parte,0
143200861,2022-02-06 23:00:00-03:00,202102984620,1960830,2021-09-14 00:00:00-03:00,2021-09-17 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido em parte,1
144714307,2022-02-08 23:00:00-03:00,202102983063,1960784,2021-09-14 00:00:00-03:00,2021-09-22 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,PEDIDO DE EXTENSÃO,"Deferido o pedido


",1
144874469,2022-02-22 00:00:00-03:00,202102980010,1972755,2021-09-14 00:00:00-03:00,2021-12-01 23:00:00-03:00,RICARDO VILLAS BÔAS CUEVA,,"Agravo conhecido para dar parcial provimento ao Recurso Especial
",0
142550971,2022-01-31 23:00:00-03:00,202102973219,1960684,2021-09-13 00:00:00-03:00,2021-09-16 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
142707310,2022-01-31 23:00:00-03:00,202102971159,1971969,2021-09-13 00:00:00-03:00,2021-09-23 00:00:00-03:00,RAUL ARAÚJO,,Conhecido o recurso e provido,0
142770747,2022-01-31 23:00:00-03:00,202102935378,1960064,2021-09-09 00:00:00-03:00,2021-09-22 00:00:00-03:00,LAURITA VAZ,,Conhecido o recurso e provido em parte,1
144459221,2022-02-02 23:00:00-03:00,202102955020,1987245,2021-09-10 00:00:00-03:00,2021-10-15 00:00:00-03:00,MOURA RIBEIRO,AGRAVO INTERNO,"Determinar re-autuação como Recurso Especial
",0
143489733,2022-02-07 23:00:00-03:00,202102940540,1960131,2021-09-09 00:00:00-03:00,2021-09-17 00:00:00-03:00,MARIA ISABEL GALLOTTI,EMBARGOS DE DECLARAÇÃO,Embargos de Declaração Acolhidos,0
143155044,2022-02-14 23:00:00-03:00,202102940172,1960125,2021-09-09 00:00:00-03:00,2021-09-24 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
144823101,2022-02-14 23:00:00-03:00,202102894834,1985201,2021-09-03 00:00:00-03:00,2021-10-14 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
145050412,2022-02-17 23:00:00-03:00,202102931820,1960010,2021-09-09 00:00:00-03:00,2021-09-16 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
143683133,2022-02-07 23:00:00-03:00,202102926306,1963861,2021-09-08 00:00:00-03:00,2021-10-13 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido em parte,0
144573446,2022-02-07 23:00:00-03:00,202102926205,1984267,2021-09-08 00:00:00-03:00,2021-10-15 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
144079588,2022-02-02 23:00:00-03:00,202102922995,1983312,2021-09-08 00:00:00-03:00,2021-10-08 00:00:00-03:00,REGINA HELENA COSTA,,"Determinar re-autuação como Recurso Especial
",0
146197265,2022-02-24 00:00:00-03:00,202102881100,1987106,2021-09-03 00:00:00-03:00,2021-10-13 00:00:00-03:00,NANCY ANDRIGHI,,"Determinar re-autuação como Recurso Especial
",0
145318076,2022-02-16 23:00:00-03:00,202102915324,1959762,2021-09-08 00:00:00-03:00,2021-09-17 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido,1
144604105,2022-02-10 23:00:00-03:00,202102912609,1959676,2021-09-08 00:00:00-03:00,2021-09-09 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido em parte,0
144896172,2022-02-10 23:00:00-03:00,202102912456,1959764,2021-09-08 00:00:00-03:00,2021-09-17 00:00:00-03:00,ANTONIO SALDANHA PALHEIRO,AGRAVO REGIMENTAL,Conhecido o recurso e provido em parte,1
144502972,2022-02-07 23:00:00-03:00,202102906604,1959542,2021-09-07 00:00:00-03:00,2021-09-21 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,,Conhecido o recurso e provido em parte,0
144004860,2022-02-07 23:00:00-03:00,202102858500,1965186,2021-09-01 00:00:00-03:00,2021-10-19 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido em parte o recurso e provido,0
142892522,2022-01-31 23:00:00-03:00,202102856820,1982652,2021-09-01 00:00:00-03:00,2021-10-04 00:00:00-03:00,MOURA RIBEIRO,,"Determinar re-autuação como Recurso Especial
",0
145462466,2022-02-16 23:00:00-03:00,202102856766,1958823,2021-09-01 00:00:00-03:00,2021-09-08 00:00:00-03:00,OLINDO MENEZES (DESEMBARGADOR CONVOCADO DO TRF 1ª REGIÃO),,Conhecido o recurso e provido em parte,1
146044491,2022-02-23 00:00:00-03:00,202102887147,1959283,2021-09-03 00:00:00-03:00,2021-09-10 00:00:00-03:00,SEBASTIÃO REIS JÚNIOR,,Conhecido o recurso e provido,1
142573511,2022-01-31 23:00:00-03:00,202102881881,1982597,2021-09-03 00:00:00-03:00,2021-10-13 00:00:00-03:00,MOURA RIBEIRO,,"Determinar re-autuação como Recurso Especial
",0
145991277,2022-02-24 00:00:00-03:00,202102829911,1958366,2021-08-31 00:00:00-03:00,2021-09-21 00:00:00-03:00,NANCY ANDRIGHI,,"Agravo conhecido para dar provimento ao Recurso Especial
",0
144369248,2022-02-01 23:00:00-03:00,202102825475,1957970,2021-08-30 00:00:00-03:00,2021-09-10 00:00:00-03:00,JOEL ILAN PACIORNIK,,Conhecido o recurso e provido,1
145469237,2022-02-22 00:00:00-03:00,202102851057,1958740,2021-09-01 00:00:00-03:00,2021-09-03 00:00:00-03:00,MARCO AURÉLIO BELLIZZE,EMBARGOS DE DECLARAÇÃO,Embargos de Declaração Acolhidos,0
143726022,2022-02-03 23:00:00-03:00,202102850286,1958695,2021-09-01 00:00:00-03:00,2021-09-21 00:00:00-03:00,PAULO DE TARSO SANSEVERINO,,Conhecido em parte o recurso e provido em parte,0
142488285,2022-01-31 23:00:00-03:00,202102810591,1957628,2021-08-30 00:00:00-03:00,2021-09-17 00:00:00-03:00,MARCO BUZZI,,Conhecido o recurso e provido,0
145550302,2022-02-22 00:00:00-03:00,202102807542,1958504,2021-08-27 00:00:00-03:00,2021-09-22 00:00:00-03:00,LUIS FELIPE SALOMÃO,,Conhecido o recurso e provido,0
144089315,2022-02-06 23:00:00-03:00,202102796163,1957906,2021-08-27 00:00:00-03:00,2021-09-09 00:00:00-03:00,RICARDO VILLAS BÔAS CUEVA,,Conhecido o recurso e provido em parte,0
145146066,2022-02-13 23:00:00-03:00,202102842831,1984640,2021-08-31 00:00:00-03:00,2021-10-11 00:00:00-03:00,NANCY ANDRIGHI,,"Determinar re-autuação como Recurso Especial
",0
143840002,2022-02-10 23:00:00-03:00,202102838477,1958512,2021-08-31 00:00:00-03:00,2021-09-21 00:00:00-03:00,MARIA ISABEL GALLOTTI,,Conhecido o recurso e provido,0
143039379,2022-01-31 23:00:00-03:00,202102837026,1958483,2021-08-31 00:00:00-03:00,2021-09-09 00:00:00-03:00,RICARDO VILLAS BÔAS CUEVA,,Conhecido o recurso e provido,0
143780741,2022-02-06 23:00:00-03:00,202102784842,1957225,2021-08-26 00:00:00-03:00,2021-09-08 00:00:00-03:00,ROGERIO SCHIETTI CRUZ,,Conhecido o recurso e provido em parte,1
